
Predictions(GD) 	 Predictions(C) 	 True Value
0.216868			 0.264186			 0.233916
3.61061			 3.61674			 3.57004
0.504803			 0.502222			 0.450149
3.15783			 3.16826			 3.15166
0.506228			 0.503383			 0.467938
1.97095			 1.96937			 2.00864
0.448255			 0.455611			 0.443675
2.31396			 2.3207			 2.35817
0.754929			 0.740126			 0.704604
1.26409			 1.25809			 1.26075
0.190368			 0.178599			 0.180317
0.56942			 0.556617			 0.55534
5.50544			 5.52299			 5.47738
0.595902			 0.580421			 0.551146
3.28595			 3.29526			 3.2597
5.8219			 5.84257			 5.79829
1.20278			 1.19791			 1.21222
1.82553			 1.82041			 1.81554
1.5874			 1.57872			 1.62541
6.22482			 6.24442			 6.20698
0.382467			 0.392398			 0.373292
6.80451			 6.80477			 6.83659
0.292664			 0.288297			 0.301841
4.72344			 4.72984			 4.77162
1.38125			 1.37333			 1.40304
1.3796			 1.3717			 1.36842
0.3348			 0.336117			 0.318424
0.490583			 0.49066			 0.470227
0.229777			 0.267677			 0.258078
0.634757			 0.617116			 0.593788
0.496914			 0.495805			 0.44319
0.185825			 0.138861			 0.256083
2.65217			 2.66347			 2.7008
0.20259			 0.240075			 0.204743
0.941063			 0.936021			 0.975967
2.14668			 2.14962			 2.16272
0.199973			 0.231182			 0.21702
1.29933			 1.29268			 1.3084
0.403143			 0.414049			 0.382377
2.50228			 2.51214			 2.55045
0.30931			 0.305628			 0.342799
1.32964			 1.32248			 1.30011
3.5453			 3.55204			 3.53003
0.219243			 0.265599			 0.249696
3.84095			 3.84522			 3.84383
0.919394			 0.913598			 0.912054
0.266279			 0.27013			 0.244389
0.176139			 0.00619455			 0.224471
0.51717			 0.512331			 0.540024
1.93462			 1.93211			 1.91075
4.10205			 4.10527			 4.13681
1.08508			 1.08172			 1.03712
1.25376			 1.24795			 1.23473
2.278			 2.28399			 2.26315
0.228666			 0.26767			 0.29617
0.567659			 0.555069			 0.527297
0.51947			 0.514222			 0.492732
5.77607			 5.79645			 5.75385
0.614895			 0.598105			 0.558744
0.505068			 0.502438			 0.47046
0.611816			 0.595204			 0.628159
1.124			 1.12032			 1.12735
1.65313			 1.64502			 1.63073
0.911397			 0.905289			 0.882007
4.71986			 4.72622			 4.71047
3.34391			 3.35266			 3.39566
1.06857			 1.06527			 1.08054
0.439199			 0.447759			 0.415238
0.2869			 0.283174			 0.269458
4.96977			 4.97936			 4.94966
4.00293			 4.00639			 3.97249
1.32438			 1.3173			 1.3601
0.402946			 0.413851			 0.400066
4.11233			 4.11553			 4.08948
0.755946			 0.741201			 0.71945
1.91292			 1.90987			 1.87783
0.923814			 0.918184			 0.955833
0.340461			 0.343083			 0.3052
0.283273			 0.280246			 0.344623
0.197356			 0.22027			 0.243729
0.252802			 0.26681			 0.21973
2.45224			 2.4614			 2.49599
6.81792			 6.81739			 6.8602
1.22833			 1.223			 1.18069
3.47384			 3.48129			 3.43815
6.41427			 6.43035			 6.40515
0.237243			 0.267202			 0.258454
0.259098			 0.267841			 0.243109
6.3699			 6.38702			 6.33671
2.38804			 2.39617			 2.34309
4.68196			 4.68791			 4.63786
3.19565			 3.20577			 3.19816
0.344136			 0.347596			 0.368942
2.47289			 2.48235			 2.45374
0.630471			 0.612971			 0.645696
3.69002			 3.69543			 3.67626
5.21671			 5.23003			 5.18562
1.46495			 1.45624			 1.50052
0.347714			 0.35197			 0.322444
2.24839			 2.25373			 2.27818
0.18216			 0.0974014			 0.190136
2.10432			 2.10619			 2.10117
5.75982			 5.78008			 5.72066
0.928606			 0.923148			 0.872828
0.374834			 0.383926			 0.340969
2.13842			 2.14115			 2.13211
0.749199			 0.734073			 0.707095
2.39293			 2.40114			 2.39263
0.33376			 0.334838			 0.327082
0.910244			 0.904089			 0.878979
0.549786			 0.539598			 0.52547
1.67281			 1.66495			 1.6651
3.75545			 3.76033			 3.78647
3.86614			 3.87026			 3.91893
0.352147			 0.357354			 0.323471
0.256061			 0.267234			 0.225626
0.272315			 0.272991			 0.328657
0.471347			 0.474954			 0.446859
0.39237			 0.403004			 0.378139
6.48519			 6.49932			 6.46899
1.34074			 1.3334			 1.29553
0.822786			 0.812101			 0.831778
2.17933			 2.18306			 2.19561
0.200239			 0.232174			 0.19065
5.12697			 5.13891			 5.15452
1.57999			 1.57127			 1.60771
0.524175			 0.518102			 0.473418
0.21304			 0.260736			 0.248201
0.338594			 0.340788			 0.381691
3.39498			 3.40322			 3.36898
3.82229			 3.82669			 3.83231
0.180589			 0.076611			 0.206714
2.53277			 2.54299			 2.56471
0.379991			 0.389678			 0.376689
0.529549			 0.522556			 0.479257
4.83168			 4.83938			 4.81788
0.98308			 0.979099			 0.924444
4.09577			 4.099			 4.086
0.31232			 0.309061			 0.314985
1.40569			 1.39748			 1.35169
0.23004			 0.267674			 0.263183
0.732423			 0.71641			 0.704336
0.303627			 0.29936			 0.320786
0.232355			 0.26759			 0.283406
5.33181			 5.34689			 5.32465
3.86248			 3.86662			 3.81661
0.305896			 0.301827			 0.356159
1.9303			 1.92768			 1.94976
0.243151			 0.266719			 0.290897
0.353959			 0.359541			 0.312756
0.390665			 0.40121			 0.378473
0.203979			 0.244074			 0.265108
0.180846			 0.0801571			 0.207022
1.68319			 1.67547			 1.66198
0.550069			 0.53984			 0.532373
5.25702			 5.27096			 5.21813
1.12429			 1.12061			 1.15959
2.09492			 2.09655			 2.0738
1.59349			 1.58485			 1.6189
5.18429			 5.19712			 5.23298
0.576675			 0.563039			 0.579097
1.8826			 1.87881			 1.84821
1.09245			 1.08905			 1.07971
1.75428			 1.74772			 1.78127
0.400826			 0.411716			 0.44223
1.01131			 1.00775			 0.995912
1.48814			 1.47934			 1.46018
3.65045			 3.65621			 3.6182
1.92781			 1.92513			 1.95008
0.457006			 0.463037			 0.469959
0.958456			 0.953917			 0.943108
0.244277			 0.266657			 0.248052
4.15334			 4.1565			 4.15243
0.211024			 0.258203			 0.238177
0.974242			 0.970081			 0.963731
0.220436			 0.266138			 0.203959
2.11014			 2.11216			 2.14594
0.194326			 0.204678			 0.194049
5.49776			 5.5152			 5.48865
6.48866			 6.50268			 6.52968
1.99796			 1.99709			 2.04113
2.77959			 2.79144			 2.73388
0.635811			 0.61814			 0.657948
2.69377			 2.70532			 2.74657
0.223949			 0.267188			 0.272817
4.93177			 4.94082			 4.94325
1.59963			 1.59103			 1.55464
0.179413			 0.059732			 0.156757
0.44854			 0.455855			 0.405768
