
Predictions(GD) 	 Predictions(C) 	 True Value
3.53373			 3.69528			 3.68765
2.13713			 2.03409			 1.9776
2.15695			 2.03998			 2.02771
3.5483			 3.70619			 3.74334
3.39685			 3.51844			 3.41502
2.4146			 2.33185			 2.29161
3.4593			 3.58508			 3.58095
2.4375			 2.36351			 2.46148
2.86583			 2.87612			 2.88585
2.30615			 2.21296			 2.36467
2.17086			 2.05248			 2.14687
3.05231			 3.13373			 3.14704
2.86852			 2.89338			 3.05105
2.57046			 2.54917			 2.522
2.28141			 2.1784			 2.21389
2.79446			 2.80081			 2.79966
2.97445			 3.00911			 3.04235
1.90335			 1.74323			 1.66637
2.91273			 2.94189			 3.0665
2.43432			 2.35331			 2.28086
2.48208			 2.42225			 2.61877
2.99594			 3.03145			 2.90738
2.61699			 2.57418			 2.62533
2.8718			 2.89128			 2.93697
2.23994			 2.12437			 1.99486
2.98427			 3.0497			 3.24077
3.01853			 3.07881			 3.18932
2.53975			 2.47898			 2.44222
3.0698			 3.15968			 3.27412
2.41543			 2.32138			 2.54809
2.91454			 2.9477			 2.98143
2.69283			 2.6827			 2.66615
2.767			 2.75904			 2.74448
2.34124			 2.26211			 2.27449
2.4999			 2.41751			 2.37857
2.66635			 2.63956			 2.73155
2.28388			 2.17208			 2.15297
2.92375			 2.94372			 3.02033
2.2026			 2.07452			 2.20173
2.61775			 2.5793			 2.59549
2.97011			 3.02593			 2.88821
1.50532			 1.25152			 1.31055
3.14173			 3.21918			 3.349
2.29511			 2.21399			 2.36575
2.74467			 2.75187			 2.71234
2.44785			 2.36454			 2.45809
2.85312			 2.84522			 2.59457
2.34932			 2.27233			 2.29693
2.52959			 2.51106			 2.52086
3.32547			 3.44566			 3.53906
3.50757			 3.65935			 3.59333
2.46069			 2.40724			 2.40645
1.86274			 1.67318			 1.65372
2.83458			 2.84695			 2.71995
2.88744			 2.94102			 2.87887
2.24654			 2.15741			 2.24465
3.09136			 3.15938			 3.01045
3.21881			 3.33546			 3.23234
2.85442			 2.84522			 2.6374
1.97833			 1.79726			 1.98461
2.7867			 2.79983			 2.92816
2.1744			 2.05077			 2.07667
3.28203			 3.41073			 3.47545
3.80348			 4.00998			 3.98411
2.90792			 2.94274			 2.81253
3.23384			 3.32135			 3.23777
2.74102			 2.73301			 2.60902
2.60668			 2.5887			 2.66483
2.61244			 2.56164			 2.57183
2.73681			 2.71614			 2.72075
2.42709			 2.3729			 2.32885
2.74106			 2.74801			 2.76803
2.61352			 2.58936			 2.41507
3.73303			 3.92398			 3.93068
3.3586			 3.48759			 3.46312
2.29357			 2.18507			 2.43613
2.20044			 2.07743			 1.96491
2.338			 2.26377			 2.45545
3.14759			 3.22405			 3.18605
2.70226			 2.6876			 2.8213
3.23671			 3.32788			 3.18002
1.86826			 1.68608			 1.66753
2.60553			 2.55207			 2.45412
2.22932			 2.11647			 1.9047
2.46587			 2.37915			 2.34395
2.97679			 3.01347			 3.02419
3.06018			 3.14105			 3.04861
3.11518			 3.16373			 3.21639
2.95092			 2.97634			 2.81673
2.99116			 3.04359			 3.14276
2.78612			 2.76345			 2.74943
2.90126			 2.93432			 2.83897
2.50308			 2.45172			 2.59702
3.13492			 3.19676			 3.20596
2.45755			 2.38623			 2.46764
1.29755			 1.01281			 1.01965
2.22997			 2.10664			 2.19058
2.83572			 2.86874			 2.94741
2.83607			 2.85487			 2.96529
3.22038			 3.33499			 3.33463
2.06911			 1.92217			 1.98033
2.71488			 2.71058			 2.59491
2.07516			 1.9451			 2.06914
2.14555			 2.00387			 1.93284
2.70833			 2.68586			 2.63817
2.96114			 3.00201			 3.06525
2.47903			 2.4054			 2.40728
2.7801			 2.77712			 2.74973
1.79516			 1.58306			 1.64981
2.82349			 2.83943			 2.80168
2.67415			 2.65987			 2.60014
2.56644			 2.52079			 2.56334
3.12073			 3.18351			 3.11165
2.18293			 2.05309			 2.02808
2.71074			 2.71178			 2.80299
3.10707			 3.16645			 3.18832
3.55776			 3.7249			 3.73055
2.94763			 2.99334			 2.97336
4.00818			 4.2542			 4.30183
3.11243			 3.2103			 3.12158
2.75258			 2.74781			 2.84044
2.69647			 2.67015			 2.62582
3.16276			 3.26192			 3.14255
2.76697			 2.77394			 2.76586
2.30638			 2.20189			 2.18312
2.49666			 2.43943			 2.6573
2.43934			 2.36136			 2.36078
3.21904			 3.30503			 3.35914
2.8354			 2.82219			 2.79652
3.20491			 3.29735			 3.36851
3.37565			 3.49958			 3.60635
2.36268			 2.29026			 2.37308
3.57936			 3.77505			 3.78992
3.21178			 3.30147			 3.3298
2.62841			 2.60471			 2.61335
2.79883			 2.81164			 2.76823
2.38821			 2.27485			 2.25362
2.21595			 2.11269			 2.04388
2.62095			 2.59085			 2.52803
2.96125			 3.00691			 2.74564
2.57727			 2.54528			 2.58522
2.66882			 2.67633			 2.7561
2.36952			 2.29294			 2.43388
2.56894			 2.52217			 2.56034
2.21584			 2.11809			 2.21946
3.92165			 4.14951			 4.26115
2.77245			 2.7632			 2.84367
2.51146			 2.44943			 2.35542
2.33646			 2.22052			 2.32384
2.29469			 2.19318			 2.13726
2.14931			 2.00697			 2.04958
3.27101			 3.36867			 3.2852
2.53714			 2.46678			 2.44343
2.30445			 2.18757			 2.11782
2.66693			 2.66163			 2.55161
2.67586			 2.65008			 2.75954
2.70932			 2.70689			 2.72156
3.07361			 3.14391			 3.08291
2.57138			 2.55109			 2.53579
3.10712			 3.19385			 3.23907
2.80037			 2.79704			 2.75829
2.11769			 1.98807			 1.9206
2.89609			 2.92109			 2.75865
2.98637			 3.04864			 2.99127
2.80708			 2.8098			 2.93562
2.12569			 2.00577			 1.98435
2.21356			 2.11585			 1.95828
2.95484			 2.98227			 2.80204
2.62361			 2.58221			 2.61674
3.34053			 3.44493			 3.6331
2.37112			 2.29391			 2.30795
2.03081			 1.87191			 1.82466
2.59927			 2.54978			 2.7309
3.22482			 3.30772			 3.34973
2.39801			 2.32626			 2.3079
2.85998			 2.88128			 2.86482
2.98624			 3.02053			 2.84346
2.73456			 2.75413			 2.70034
2.73771			 2.71985			 2.62083
2.77654			 2.78391			 2.78381
2.67457			 2.68148			 2.43731
1.90694			 1.72051			 1.78606
2.0591			 1.91669			 1.95897
2.7696			 2.78955			 2.75782
3.23892			 3.33255			 3.18137
2.712			 2.69195			 2.60721
3.33932			 3.45233			 3.61669
2.39089			 2.28818			 2.27856
2.95942			 2.98879			 3.17081
2.72799			 2.72551			 2.69558
2.56612			 2.52015			 2.61634
2.68571			 2.64755			 2.70066
3.71709			 3.90005			 3.93687
2.99009			 3.03765			 3.00728
2.51135			 2.44723			 2.40559
3.29699			 3.39298			 3.37731
1.89248			 1.70153			 1.5057
3.01204			 3.04939			 3.11676
2.73424			 2.75156			 2.68969
1.83696			 1.64118			 1.57273
Testing loss 0.0172497
Testing accuracy 0.958019
